form	lemma	POS
serio	èsser	VERB
leu	lèu	ADV
guerit	guerir	VERB
.	.	PUNCT
<lb/>	lb	XML
Uno	un	PRON
d'	de	ADP
aquelos	aquel	DET
quatre	4	PRON
ero	èsser	VERB
la	lo	DET
sio	sieu	ADJ
cugniado	cunhat	NOUN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
la	el	PRON
marida	maridar	VERB
l'	lo	PRON
on	òm	PRON
l'	el	PRON
aurio	aver	AUX
leu	lèu	ADV
gaigniado	ganhar	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
l'	lo	DET
autro	autre	DET
doumaiselo	domaisèl	NOUN
abio	aver	VERB
nom	nom	NOUN
Rosseleau	Rosselèu	PROPN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
d'	de	ADP
espouza	esposar	VERB
marit	marit	NOUN
nou	non	ADV
troubario	trobar	VERB
trop	tròp	ADV
leu	lèu	ADV
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
l'	lo	DET
autro	autre	DET
doumaiselo	domaisèl	NOUN
abio	aver	VERB
nom	nom	NOUN
Angervilo	Angervila	PROPN
,	,	PUNCT
<lb/>	lb	XML
Que	qui	PRON
vouldrio	voler	VERB
pla	plan	ADV
marit	marit	NOUN
en	en	ADP
calque	calque	DET
bouno	bon	ADJ
vilo	vila	NOUN
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
l'	lo	DET
autro	autre	DET
Doumaiselo	domaisèl	NOUN
apelabon	apelar	VERB
Gontaut	Gontaud	PROPN
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
nou'	non	ADV
l	el	PRON
troubario	trobar	VERB
pas	pas	ADV
,	,	PUNCT
ô	el	PRON
ieu	ieu	PRON
cresi	créser	VERB
,	,	PUNCT
trop	tròp	ADV
caut	caut	ADJ
.	.	PUNCT
<lb/>	lb	XML
Dels	de+lo	ADP+DET
homes	òme	NOUN
qu'	qui	PRON
an	amb	ADP
Madamo	madama	NOUN
aneroun	anar	VERB
fa	far	VERB
tal	tal	DET
viatge	viatge	NOUN
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
counoissi	conéisser	VERB
que	que	SCONJ
ré	res	PRON
nou	non	ADV
lour	el	PRON
fasio	far	VERB
doumatge	domatge	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
Moussur	monsur	NOUN
de	de	ADP
Jayac	Jaiac	PROPN
n'	non	ADV
a	aver	VERB
deguno	degun	DET
doulour	dolor	NOUN
,	,	PUNCT
<lb/>	lb	XML
Januya	Januià	PROPN
mestre	mèstre	NOUN
d'	de	ADP
houstal	ostal	NOUN
a	aver	VERB
fort	fòrt	ADV
bouno	bon	ADJ
coulour	color	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peis	puèi	ADV
elis	el	PRON
abian	aver	VERB
del	de+lo	ADP+DET
Pouch	Ponch	PROPN
lou	lo	DET
pouticari	poticari	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qui	qui	PRON
ero	èsser	VERB
plus	plus	ADV
gaillart	galhard	ADJ
que	que	SCONJ
nou	non	ADV
pas	pas	ADV
un	un	DET
vicari	vicari	NOUN
.	.	PUNCT
<lb/>	lb	XML
Degus	degus	PRON
n'	non	ADV
abio	aver	VERB
boussi	bocin	ADV
ré	res	PRON
de	de	ADP
son	son	DET
cors	còs	NOUN
gastat	gastar	VERB
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
quant	quand	SCONJ
agueron	aver	AUX
là	lai	ADV
uns	un	DET
quinze	15	DET
jours	jorn	NOUN
estat	estar	VERB
,	,	PUNCT
<lb/>	lb	XML
La	lo	DET
vostro	vòstre	DET
noblo	nòble	ADJ
sor	sòrre	NOUN
vas	anar	VERB
Pau	Pau	PROPN
tournec	tornar	VERB
la	lo	DET
caro	cara	NOUN
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
saluda	saludar	VERB
Madamo	madama	NOUN
un	un	DET
autre	autre	ADJ
cop	còp	NOUN
enquaro	encara	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
so	çò	PRON
qu'	qui	PRON
es	èsser	VERB
hounesto	onèste	ADJ
,	,	PUNCT
et	e	CCONJ
quant	quand	SCONJ
sap	saber	VERB
pla	plan	ADV
parla	parlar	VERB
,	,	PUNCT
<lb/>	lb	XML
Madamo	madama	NOUN
la	lo	DET
Princesso	prince	NOUN
un	un	DET
tems	temps	NOUN
l'	el	PRON
arrestec	arrestar	VERB
là	lai	ADV
.	.	PUNCT
<lb/>	lb	XML
Al	a+lo	ADP+DET
cap	cap	NOUN
de	de	ADP
quinze	15	DET
journs	jorn	NOUN
,	,	PUNCT
per	per	ADP
tout	tot	DET
son	son	DET
viatge	viatge	NOUN
faire	faire	VERB
,	,	PUNCT
<lb/>	lb	XML
Anec	anar	VERB
à	a	ADP
Arros	Arròs	PROPN
vezé	véser	VERB
lou	lo	DET
Barou	baron	NOUN
son	son	DET
bel	bèl	ADJ
fraire	fraire	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
sa	son	DET
noblo	nòble	ADJ
moulhé	molhèr	NOUN
Barounesso	baron	NOUN
d'	de	ADP
Arros	Arròs	PROPN
,	,	PUNCT
<lb/>	lb	XML
Aquis	aquí	ADV
estec	èsser	VERB
fort	fòrt	ADV
pla	plan	ADV
de	de	ADP
tems	temps	NOUN
tout	tot	DET
un	un	DET
grant	grand	ADJ
tros	tròç	NOUN
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
ô	el	PRON
sabi	saber	VERB
fort	fòrt	ADV
pla	plan	ADV
,	,	PUNCT
car	car	CCONJ
là	lai	ADV
tout	tot	DET
jour	jorn	NOUN
ieu	ieu	PRON
ero	èsser	VERB
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
en	en	ADP
loc	luòc	NOUN
jamay	jamai	ADV
nou	non	ADV
feri	far	VERB
uno	un	DET
milhouro	melhor	ADJ
chero	chèra	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
certos	certas	ADV
nou	non	ADV
poudio	poder	VERB
ni	ni	CCONJ
beure	beure	VERB
,	,	PUNCT
ni	ni	CCONJ
mangia	manjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
tout	tot	DET
jour	jorn	NOUN
estant	estar	VERB
là	lai	ADV
nou	non	ADV
fasio	far	VERB
que	que	SCONJ
songia	sonjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Non	non	ADV
que	que	SCONJ
ieu	ieu	PRON
me	ieu	PRON
fachés	fachar	VERB
quant	quand	SCONJ
ero	èsser	VERB
al	a+lo	ADP+DET
founs	fons	NOUN
de	de	ADP
taulo	taula	NOUN
:	:	PUNCT
<lb/>	lb	XML
D'	de	ADP
aqui	aquí	ADV
per	per	ADP
lou	lo	DET
segur	segur	NOUN
nou	non	ADV
venio	venir	VERB
lou	lo	DET
deffaut	defaut	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
que	que	SCONJ
la	lo	DET
Doumaiselo	domaisèl	NOUN
,	,	PUNCT
aquelo	aquel	PRON
de	de	ADP
Gontaut	Gontaud	PROPN
,	,	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
vesio	véser	VERB
blanquegia	blanquejar	VERB
debant	devant	ADV
mi	ieu	PRON
qant	quand	SCONJ
mangiabo	manjar	VERB
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
en	en	ADP
loc	luòc	NOUN
de	de	ADP
mangia	manjar	VERB
té	tu	PRON
,	,	PUNCT
certos	certas	ADV
ieu	ieu	PRON
enratgiabo	enratjar	VERB
<lb/>	lb	XML
Que	que	SCONJ
s'	se	SCONJ
estat	estar	VERB
aguez	aver	AUX
là	lai	ADV
sept	7	DET
jours	jorn	NOUN
an	amb	ADP
tal	tal	DET
troupel	tropèl	NOUN
,	,	PUNCT
<lb/>	lb	XML
Aros	aras	ADV
ieu	ieu	PRON
n'	non	ADV
aurio	aver	VERB
pas	pas	ADV
que	que	SCONJ
'ls	lo	DET
osses	òs	NOUN
et	e	CCONJ
la	lo	DET
pel	pèl	NOUN
:	:	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
so	çò	PRON
que	qui	PRON
ieu	ieu	PRON
vous	vos	PRON
dic	dire	VERB
n'	non	ADV
es	èsser	VERB
pas	pas	ADV
bouci	bocin	ADV
de	de	ADP
finto	finta	NOUN
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
dins	dins	ADP
tres	3	DET
jours	jorn	NOUN
d'	de	ADP
un	un	DET
pam	pam	NOUN
m'	ieu	PRON
ero	èsser	VERB
longo	long	ADJ
la	lo	DET
cito	cita	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
elo	el	PRON
nou	non	ADV
vol	voler	VERB
pas	pas	ADV
esta	estar	VERB
la	lo	DET
mio	mieu	DET
moulhé	molhèr	NOUN
,	,	PUNCT
<lb/>	lb	XML
L'	lo	DET
on	òm	PRON
m'	ieu	PRON
a	aver	AUX
dih	dire	VERB
qu'	que	SCONJ
elo	el	PRON
vol	voler	VERB
un	un	DET
milhou	melhor	ADJ
cabalhé	cavalièr	NOUN
.	.	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
bé	ben	ADV
ieu	ieu	PRON
souy	èsser	VERB
content	content	ADJ
q'	que	SCONJ
un	un	DET
cabalhé	cavalièr	NOUN
on	òm	PRON
ly	el	PRON
doune	donar	VERB
,	,	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
per	per	ADP
tuades	tuada	NOUN
,	,	PUNCT
ni	ni	CCONJ
pets	pet	NOUN
,	,	PUNCT
ni	ni	CCONJ
per	per	ADP
sauts	saut	NOUN
non	non	ADV
s'	el	PRON
estone	estonar	VERB
.	.	PUNCT
<lb/>	lb	XML
Ieu	ieu	PRON
vau	anar	VERB
donc	donc	ADV
persegui	perseguir	VERB
so	çò	PRON
que	qui	PRON
disio	dire	VERB
tantos	tant	PRON
:	:	PUNCT
<lb/>	lb	XML
Quant	quand	SCONJ
vostro	vòstre	DET
sor	sòrre	NOUN
aguec	aver	AUX
estat	estar	VERB
un	un	DET
tems	temps	NOUN
à	a	ADP
Arros	Arròs	PROPN
,	,	PUNCT
<lb/>	lb	XML
Lou	lo	DET
seignhour	senhor	NOUN
de	de	ADP
Mieussens	Mieussens	PROPN
à	a	ADP
Corrazo	Coarrasa	PROPN
anec	anar	VERB
veire	véser	VERB
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
ieu	ieu	PRON
ero	èsser	VERB
damb	damb	ADP
elo	el	PRON
,	,	PUNCT
et	e	CCONJ
vous	vos	PRON
poudets	poder	VERB
pla	plan	ADV
creire	créser	VERB
<lb/>	lb	XML
Que	que	SCONJ
lou	lo	DET
noble	nòble	ADJ
seignhour	senhor	NOUN
ly	el	PRON
fec	far	VERB
bon	bon	ADJ
trattamen	tractament	NOUN
,	,	PUNCT
<lb/>	lb	XML
Uno	un	DET
neh	nuèch	NOUN
demourec	demorar	VERB
aqui	aquí	ADV
tant	tant	ADV
soulamen	solament	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peissos	puèissas	ADV
lendema	lo+endeman	ADV
an	amb	ADP
touto	tot	DET
sa	son	DET
noublesso	noblessa	NOUN
<lb/>	lb	XML
Anec	anar	VERB
prene	prendre	VERB
conget	conget	NOUN
de	de	ADP
la	lo	DET
noblo	nòble	ADJ
Princesso	prince	NOUN
:	:	PUNCT
<lb/>	lb	XML
Amay	amai	ADV
n'	non	ADV
y	i	PRON
poudio	poder	VERB
dire	dire	VERB
uno	un	DET
soulo	sol	ADJ
paraulo	paraula	NOUN
,	,	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
per	per	ADP
abé	aver	VERB
conget	conget	NOUN
certos	certas	ADV
fort	fòrt	ADV
ly	el	PRON
coustec	costar	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
autre	autre	DET
cop	còp	NOUN
l'	lo	DET
Altesso	altessa	NOUN
un	un	DET
lonc	long	ADJ
tens	temps	NOUN
l'	el	PRON
arrestec	arrestar	VERB
.	.	PUNCT
<lb/>	lb	XML
Peis	puèi	ADV
en	en	ADP
parten	partir	VERB
de	de	ADP
Pau	Pau	PROPN
s'	el	PRON
en	en	PRON
passec	passar	VERB
à	a	ADP
Nabailhos	Navalhas	PROPN
,	,	PUNCT
<lb/>	lb	XML
Delant	delant	ADP
tantos	tant	PRON
ey	aver	AUX
dic	dire	VERB
qu'	que	SCONJ
ieu	ieu	PRON
fau	far	VERB
forsso	fòrça	ADV
rimaillos	rimalha	NOUN
,	,	PUNCT
<lb/>	lb	XML
Qu'	que	SCONJ
on	òm	PRON
la	el	PRON
ressauguec	recebre	VERB
là	lai	ADV
fort	fòrt	ADV
hounourablamen	onorablament	ADV
:	:	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
uno	un	DET
nech	nuèch	NOUN
aqi	aquí	ADV
couchiec	cochar	VERB
tant	tant	ADV
soulamen	solament	ADV
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
tant	tant	ADV
qu'	que	SCONJ
on	òm	PRON
la	el	PRON
preguez	pregar	VERB
,	,	PUNCT
nou	non	ADV
voulguec	voler	VERB
plus	plus	ADV
attendre	atendre	VERB
,	,	PUNCT
<lb/>	lb	XML
Car	car	CCONJ
lous	lo	DET
qu'	qui	PRON
ieu	ieu	PRON
ey	aver	AUX
noumats	nommar	VERB
ly	el	PRON
fazian	far	VERB
touts	tot	PRON
entendre	entendre	VERB
<lb/>	lb	XML
Que	que	SCONJ
lou	lo	DET
maltems	mal+temps	NOUN
venio	venir	VERB
de	de	ADP
plegios	pluèja	NOUN
et	e	CCONJ
de	de	ADP
neu	nèu	NOUN
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
per	per	ADP
aqo	aquò	PRON
d'	de	ADP
aquis	aquí	ADV
s'	el	PRON
en	en	PRON
partiguec	partir	VERB
ta	tant	ADV
leu	lèu	ADV
.	.	PUNCT
<lb/>	lb	XML
Que	que	SCONJ
s'	se	SCONJ
ieu	ieu	PRON
n'	non	ADV
agués	aver	AUX
crentats	crentar	VERB
lous	lo	DET
maissants	maissant	NOUN
de	de	ADP
la	lo	DET
Liguo	liga	PROPN
,	,	PUNCT
<lb/>	lb	XML
Certos	certas	ADV
,	,	PUNCT
mon	monde	NOUN
grant	grand	ADJ
amic	amic	NOUN
,	,	PUNCT
el	el	PRON
cal	caler	VERB
que	que	SCONJ
ieu	ieu	PRON
vous	vos	PRON
digo	dire	VERB
<lb/>	lb	XML
Qu'	que	SCONJ
à	a	ADP
Salignhac	Salinhac	PROPN
ieu	ieu	PRON
fousso	èsser	AUX
anat	anar	VERB
espressamen	expressament	ADV
,	,	PUNCT
<lb/>	lb	XML
Per	per	ADP
vous	vos	PRON
manda	mandar	VERB
la	lo	DET
fi	fin	NOUN
,	,	PUNCT
et	e	CCONJ
lou	lo	DET
coumenssamen	començament	NOUN
.	.	PUNCT
<lb/>	lb	XML
Mas	mas	CCONJ
lous	lo	DET
tres	3	DET
homes	òme	NOUN
m'	ieu	PRON
an	aver	AUX
proumés	prometre	VERB
à	a	ADP
ma	mon	DET
levado	levar	NOUN
<lb/>	lb	XML
Que	que	SCONJ
quant	quand	SCONJ
à	a	ADP
Salignhac	Salinhac	PROPN
Madamo	madama	NOUN
sio	èsser	VERB
arribado	arribar	VERB
,	,	PUNCT
<lb/>	lb	XML
Me	ieu	PRON
mandaran	mandar	VERB
lou	lo	DET
tout	tot	PRON
,	,	PUNCT
ses	sens	ADP
me	ieu	PRON
menti	mentir	VERB
boussi	bocin	ADV
,	,	PUNCT
<lb/>	lb	XML
Et	e	CCONJ
peissos	puèissas	ADV
ô	el	PRON
metrey	metre	VERB
en	en	ADP
rimo	rima	NOUN
tout	tot	ADV
aissi	aicí	ADV
.	.	PUNCT
<lb/>	lb	XML
FINIS	@latin	FW
.	.	PUNCT
